date (dd/mm/yy),22/12/2022
time (HH:MM:SS),13:19:31
author,madern
description,Log from room: tabletoprdc
sampling_rate [Hz],1000.0
signal 0,signal 1
10.082255,-0.068857
10.082255,-0.06391367
10.082255,-0.07009283
10.082255,-0.068857
10.082255,-0.05680765
10.082255,-0.066076376
10.082255,-0.055571817
10.082255,-0.05680765
10.082255,-0.061133053
10.082255,-0.058352437
10.082255,-0.062677845
10.082255,-0.061442014
10.082255,-0.066076376
10.082255,-0.06916595
10.082255,-0.06700325
10.082255,-0.06854804
10.082255,-0.059897225
10.082255,-0.0629868
10.082255,-0.058661394
10.082255,-0.053100158
10.082255,-0.06329576
10.082255,-0.055880774
10.082255,-0.06453159
10.082255,-0.067930125
10.082255,-0.06484055
10.082255,-0.0710197
10.082255,-0.06669429
10.082255,-0.066076376
10.082255,-0.06453159
10.082255,-0.061133053
10.082255,-0.058352437
10.082255,-0.05804348
10.082255,-0.05773452
10.082255,-0.05897035
10.082255,-0.062677845
10.082255,-0.06453159
10.082255,-0.07349136
10.082255,-0.06731221
10.082255,-0.07009283
10.082255,-0.07040179
10.082255,-0.062059928
10.082255,-0.064222634
10.082255,-0.05680765
10.082255,-0.057116605
10.082255,-0.05958827
10.082255,-0.0629868
10.082255,-0.06545846
10.082255,-0.06731221
10.082255,-0.066385336
10.082255,-0.07071074
10.082255,-0.06854804
10.082255,-0.06700325
10.082255,-0.06669429
10.082255,-0.061133053
10.082255,-0.051246412
10.082255,-0.05958827
10.082255,-0.054953903
10.082255,-0.064222634
10.082255,-0.06175097
10.082255,-0.042595595
10.082255,-0.07040179
10.082255,-0.046921004
10.082255,-0.06916595
10.082255,-0.066076376
10.082255,-0.06360471
10.082255,-0.06391367
10.082255,-0.068857
10.082255,-0.059897225
10.082255,-0.05773452
10.082255,-0.05680765
10.082255,-0.064222634
10.082255,-0.06669429
10.082255,-0.06545846
10.082255,-0.07225553
10.082255,-0.066076376
10.082255,-0.06391367
10.082255,-0.066385336
10.082255,-0.059279308
10.082255,-0.061442014
10.082255,-0.056189734
10.082255,-0.057116605
10.082255,-0.062368885
10.082255,-0.059897225
10.082255,-0.06545846
10.082255,-0.06823908
10.082255,-0.067930125
10.082255,-0.07194657
10.082255,-0.06731221
10.082255,-0.062677845
10.082255,-0.06175097
10.082255,-0.055880774
10.082255,-0.06175097
10.082255,-0.056189734
10.082255,-0.06700325
10.082255,-0.064222634
10.082255,-0.066076376
10.082255,-0.07194657
10.082255,-0.06576742
10.082255,-0.06823908
10.082255,-0.06484055
10.082255,-0.061133053
10.082255,-0.062368885
10.082255,-0.05897035
10.082255,-0.05804348
10.082255,-0.059279308
10.082255,-0.06051514
10.082255,-0.06484055
10.082255,-0.07040179
10.082255,-0.06731221
10.082255,-0.07287344
10.082255,-0.066385336
10.082255,-0.060824096
10.082255,-0.066076376
10.082255,-0.056189734
10.082255,-0.060206182
10.082255,-0.058661394
10.082255,-0.053409114
10.082255,-0.06484055
10.082255,-0.048465792
10.082255,-0.06731221
10.082255,-0.06978387
10.082255,-0.06823908
10.082255,-0.049701624
10.082255,-0.05958827
10.082255,-0.059279308
10.082255,-0.05680765
10.082255,-0.05649869
10.082255,-0.06360471
10.082255,-0.059897225
10.082255,-0.091101944
10.082255,-0.066385336
10.082255,-0.06360471
10.082255,-0.07349136
10.082255,-0.06453159
10.082255,-0.06545846
10.082255,-0.06453159
10.082255,-0.05958827
10.082255,-0.058661394
10.082255,-0.054644946
10.082255,-0.05773452
10.082255,-0.061133053
10.082255,-0.06329576
10.082255,-0.06823908
10.082255,-0.0710197
10.082255,-0.067621164
10.082255,-0.06854804
10.082255,-0.06576742
10.082255,-0.060824096
10.082255,-0.06453159
10.082255,-0.053100158
10.082255,-0.058661394
10.082255,-0.061133053
10.082255,-0.055571817
10.082255,-0.066385336
10.082255,-0.06360471
10.082255,-0.06823908
10.082255,-0.07287344
10.082255,-0.066076376
10.082255,-0.06700325
10.082255,-0.066385336
10.082255,-0.05897035
10.082255,-0.05804348
10.082255,-0.05680765
10.082255,-0.05649869
10.082255,-0.0651495
10.082255,-0.061442014
10.082255,-0.06360471
10.082255,-0.07040179
10.082255,-0.06669429
10.082255,-0.07256449
10.082255,-0.06484055
10.082255,-0.04630309
10.082255,-0.062677845
10.082255,-0.03270895
10.082255,-0.059279308
10.082255,-0.057425562
10.082255,-0.05804348
10.082255,-0.06484055
10.082255,-0.067930125
10.082255,-0.06916595
10.082255,-0.086158626
10.082255,-0.06545846
10.082255,-0.0651495
10.082255,-0.06484055
10.082255,-0.057425562
10.082255,-0.060824096
10.082255,-0.056189734
10.082255,-0.055880774
10.082255,-0.06360471
10.082255,-0.058661394
10.082255,-0.07009283
10.082255,-0.06916595
10.082255,-0.06669429
10.082255,-0.07194657
10.082255,-0.0651495
10.082255,-0.062677845
10.082255,-0.06175097
10.082255,-0.055880774
10.082255,-0.058661394
10.082255,-0.06175097
10.082255,-0.05804348
10.082255,-0.06576742
10.082255,-0.06391367
10.082255,-0.06576742
10.082255,-0.07194657
10.082255,-0.06453159
10.082255,-0.06916595
10.082255,-0.06453159
10.082255,-0.06051514
10.082255,-0.061442014
10.082255,-0.053100158
10.082255,-0.059279308
10.082255,-0.062677845
10.082255,-0.06175097
10.082255,-0.067930125
10.082255,-0.073182404
10.082255,-0.06854804
10.082255,-0.06916595
10.082255,-0.06576742
10.082255,-0.064222634
10.082255,-0.0629868
10.082255,-0.057116605
10.082255,-0.062677845
10.082255,-0.05773452
10.082255,-0.054644946
10.082255,-0.06453159
10.082255,-0.064222634
10.082255,-0.0710197
10.082255,-0.07040179
10.082255,-0.046612047
10.082255,-0.07071074
10.082255,-0.060206182
10.082255,-0.062059928
10.082255,-0.060824096
10.082255,-0.055571817
10.082255,-0.059897225
10.082255,-0.08646758
10.082255,-0.058661394
10.082255,-0.06576742
10.082255,-0.06731221
10.082255,-0.067930125
10.082255,-0.07071074
10.082255,-0.06669429
10.082255,-0.06484055
10.082255,-0.062059928
10.082255,-0.05402703
10.082255,-0.060824096
10.082255,-0.05680765
10.082255,-0.059279308
10.082255,-0.066076376
10.082255,-0.0651495
10.082255,-0.068857
10.082255,-0.06545846
10.082255,-0.06823908
10.082255,-0.067621164
10.082255,-0.064222634
10.082255,-0.05958827
10.082255,-0.062368885
10.082255,-0.05402703
10.082255,-0.058352437
10.082255,-0.059279308
10.082255,-0.05773452
10.082255,-0.07040179
10.082255,-0.06576742
10.082255,-0.07071074
10.082255,-0.06978387
10.082255,-0.0651495
10.082255,-0.06545846
10.082255,-0.06854804
10.082255,-0.05958827
10.082255,-0.05897035
10.082255,-0.05680765
10.082255,-0.058661394
10.082255,-0.0651495
10.082255,-0.062677845
10.082255,-0.06453159
10.082255,-0.06916595
10.082255,-0.054335985
10.082255,-0.0710197
10.082255,-0.06391367
10.082255,-0.0629868
10.082255,-0.059897225
10.082255,-0.034871656
10.082255,-0.060824096
10.082255,-0.056189734
10.082255,-0.059897225
10.082255,-0.066076376
10.082255,-0.06700325
10.082255,-0.067930125
10.082255,-0.09295569
10.082255,-0.06545846
10.082255,-0.06669429
10.082255,-0.062368885
10.082255,-0.05773452
10.082255,-0.06391367
10.082255,-0.05526286
10.082255,-0.060824096
10.082255,-0.0629868
10.082255,-0.05958827
10.082255,-0.07040179
10.082255,-0.06669429
10.082255,-0.06731221
10.082255,-0.0710197
10.082255,-0.066385336
10.082255,-0.06391367
10.082255,-0.057425562
10.082255,-0.05773452
10.082255,-0.05958827
10.082255,-0.058661394
10.082255,-0.061442014
10.082255,-0.064222634
10.082255,-0.06484055
10.082255,-0.06731221
10.082255,-0.071637616
10.082255,-0.062368885
10.082255,-0.068857
10.082255,-0.059897225
10.082255,-0.060824096
10.082255,-0.05402703
10.082255,-0.060206182
10.082255,-0.058661394
10.082255,-0.06360471
10.082255,-0.068857
10.082255,-0.07194657
10.082255,-0.06916595
10.082255,-0.07256449
10.082255,-0.062059928
10.082255,-0.0651495
10.082255,-0.061442014
10.082255,-0.05526286
10.082255,-0.0651495
10.082255,-0.058661394
10.082255,-0.05958827
10.082255,-0.0651495
10.082255,-0.06175097
10.082255,-0.0710197
10.082255,-0.067930125
10.082255,-0.06854804
10.082255,-0.06947491
10.082255,-0.041359767
10.082255,-0.059897225
10.082255,-0.057116605
10.082255,-0.057425562
10.082255,-0.060206182
10.082255,-0.053100158
10.082255,-0.06175097
10.082255,-0.06731221
10.082255,-0.0710197
10.082255,-0.071328655
10.082255,-0.06051514
10.082255,-0.06823908
10.082255,-0.061133053
10.082255,-0.055571817
10.082255,-0.059279308
10.082255,-0.05248224
10.082255,-0.062368885
10.082255,-0.062059928
10.082255,-0.0651495
10.082255,-0.06978387
10.082255,-0.067621164
10.082255,-0.06823908
10.082255,-0.06360471
10.082255,-0.061133053
10.082255,-0.059897225
10.082255,-0.05526286
10.082255,-0.060206182
10.082255,-0.068857
10.082255,-0.0651495
10.082255,-0.071637616
10.082255,-0.06854804
10.082255,-0.066385336
10.082255,-0.06731221
10.082255,-0.05958827
10.082255,-0.057116605
10.082255,-0.057425562
10.082255,-0.05680765
10.082255,-0.061442014
10.082255,-0.06731221
10.082255,-0.064222634
10.082255,-0.06854804
10.082255,-0.07040179
10.082255,-0.067621164
10.082255,-0.06947491
10.082255,-0.06360471
10.082255,-0.056189734
10.082255,-0.060824096
10.082255,-0.040432893
10.082255,-0.06175097
10.082255,-0.05680765
10.082255,-0.062677845
10.082255,-0.06576742
10.082255,-0.050319538
10.082255,-0.07040179
10.082255,-0.06823908
10.082255,-0.06576742
10.082255,-0.066385336
10.082255,-0.061442014
10.082255,-0.058661394
10.082255,-0.061133053
10.082255,-0.055571817
10.082255,-0.05804348
10.082255,-0.062059928
10.082255,-0.06175097
10.082255,-0.07194657
10.082255,-0.06700325
10.082255,-0.07009283
10.082255,-0.06854804
10.082255,-0.060206182
10.082255,-0.06669429
10.082255,-0.056189734
10.082255,-0.058661394
10.082255,-0.059279308
10.082255,-0.062059928
10.082255,-0.066385336
10.082255,-0.07009283
10.082255,-0.06947491
10.082255,-0.06669429
10.082255,-0.067930125
10.082255,-0.061442014
10.082255,-0.06175097
10.082255,-0.05958827
10.082255,-0.05402703
10.082255,-0.062677845
10.082255,-0.061133053
10.082255,-0.062059928
10.082255,-0.067930125
10.082255,-0.071328655
10.082255,-0.06731221
10.082255,-0.0629868
10.082255,-0.05773452
10.082255,-0.036416445
10.082255,-0.05680765
10.082255,-0.060206182
10.082255,-0.06669429
10.082255,-0.06545846
10.082255,-0.07194657
10.082255,-0.06916595
10.082255,-0.09017507
10.082255,-0.06823908
10.082255,-0.058352437
10.082255,-0.061442014
10.082255,-0.060206182
10.082255,-0.058352437
10.082255,-0.061133053
10.082255,-0.05897035
10.082255,-0.06391367
10.082255,-0.06576742
10.082255,-0.06916595
10.082255,-0.07071074
10.082255,-0.06978387
10.082255,-0.064222634
10.082255,-0.06484055
10.082255,-0.057116605
10.082255,-0.052791197
10.082255,-0.059897225
10.082255,-0.054953903
10.082255,-0.0651495
10.082255,-0.06360471
10.082255,-0.064222634
10.082255,-0.07287344
10.082255,-0.066076376
10.082255,-0.06916595
10.082255,-0.066076376
10.082255,-0.062368885
10.082255,-0.06175097
10.082255,-0.060824096
10.082255,-0.056189734
10.082255,-0.060824096
10.082255,-0.05897035
10.082255,-0.06484055
10.082255,-0.068857
10.082255,-0.06669429
10.082255,-0.07287344
10.082255,-0.06823908
10.082255,-0.062368885
10.082255,-0.06854804
10.082255,-0.058352437
10.082255,-0.06051514
10.082255,-0.058352437
10.082255,-0.037343316
10.082255,-0.064222634
10.082255,-0.058661394
10.082255,-0.066076376
10.082255,-0.07009283
10.082255,-0.067930125
10.082255,-0.06854804
10.082255,-0.086158626
10.082255,-0.062677845
10.082255,-0.08863029
10.082255,-0.057425562
10.082255,-0.055571817
10.082255,-0.062368885
10.082255,-0.058661394
10.082255,-0.06391367
10.082255,-0.06731221
10.082255,-0.0651495
10.082255,-0.071328655
10.082255,-0.066385336
10.082255,-0.067930125
10.082255,-0.066385336
10.082255,-0.05958827
10.082255,-0.059897225
10.082255,-0.057116605
10.082255,-0.058352437
10.082255,-0.061133053
10.082255,-0.062368885
10.082255,-0.064222634
10.082255,-0.07071074
10.082255,-0.06669429
10.082255,-0.07225553
10.082255,-0.06823908
10.082255,-0.06051514
10.082255,-0.06484055
10.082255,-0.05526286
10.082255,-0.05897035
10.082255,-0.06051514
10.082255,-0.05897035
10.082255,-0.066385336
10.082255,-0.064222634
10.082255,-0.06731221
10.082255,-0.07009283
10.082255,-0.067621164
10.082255,-0.06731221
10.082255,-0.059279308
10.082255,-0.057425562
10.082255,-0.057116605
10.082255,-0.05526286
10.082255,-0.06360471
10.082255,-0.061442014
10.082255,-0.04599413
10.082255,-0.07009283
10.082255,-0.06484055
10.082255,-0.07287344
10.082255,-0.0651495
10.082255,-0.06453159
10.082255,-0.06484055
10.082255,-0.06854804
10.082255,-0.06051514
10.082255,-0.058352437
10.082255,-0.05804348
10.082255,-0.06545846
10.082255,-0.06391367
10.082255,-0.066385336
10.082255,-0.07287344
10.082255,-0.06916595
10.082255,-0.06453159
10.082255,-0.06700325
10.082255,-0.05804348
10.082255,-0.06175097
10.082255,-0.057116605
10.082255,-0.05773452
10.082255,-0.0629868
10.082255,-0.05773452
10.082255,-0.06947491
10.082255,-0.06823908
10.082255,-0.068857
10.082255,-0.07225553
10.082255,-0.066385336
10.082255,-0.06576742
10.082255,-0.06453159
10.082255,-0.058352437
10.082255,-0.059279308
10.082255,-0.05958827
10.082255,-0.057425562
10.082255,-0.06700325
10.082255,-0.06360471
10.082255,-0.06700325
10.082255,-0.07287344
10.082255,-0.06484055
10.082255,-0.07040179
10.082255,-0.06453159
10.082255,-0.06360471
10.082255,-0.05680765
10.082255,-0.05649869
10.082255,-0.060824096
10.082255,-0.05897035
10.082255,-0.06453159
10.082255,-0.05402703
